State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
Texas_McCulloch County,Mason,TX,Texas,"Mason, TX",11,7823,8283,146617,31.2054766,-99.3598557
Texas_McLennan County,Matagorda,TX,Texas,"Matagorda, TX",11,259730,234906,2566425,31.5495958,-97.2015108
Texas_McMullen County,Maverick,TX,Texas,"Maverick, TX",11,721,707,1818640,28.384922,-98.5788529
Texas_Medina County,Medina,TX,Texas,"Medina, TX",11,52358,46006,1289910,29.3536614,-99.1110846
Texas_Menard County,Menard,TX,Texas,"Menard, TX",11,2124,2242,54358,30.8852677,-99.8588613
Texas_Midland County,Midland,TX,Texas,"Midland, TX",11,177863,136872,30896404,31.8142693,-102.0024538
Texas_Milam County,Milam,TX,Texas,"Milam, TX",11,24708,24757,718641,30.791242,-96.9843946
Texas_Mills County,Mills,TX,Texas,"Mills, TX",11,4840,4936,235232,31.4948885,-98.5946231
Texas_Mitchell County,Mitchell,TX,Texas,"Mitchell, TX",11,8202,9403,365673,32.3041168,-100.9243924
Texas_Montague County,Montague,TX,Texas,"Montague, TX",11,19962,19719,767757,33.6783558,-97.7250138
Texas_Montgomery County,Montgomery,TX,Texas,"Montgomery, TX",11,626351,455746,35416556,30.3006105,-95.4947192
Texas_Moore County,Moore,TX,Texas,"Moore, TX",11,20654,21904,2926815,35.8356759,-101.8905018
Texas_Morris County,Morris,TX,Texas,"Morris, TX",11,12393,12934,618148,33.116466,-94.7312653
Texas_Motley County,Motley,TX,Texas,"Motley, TX",11,1185,1210,34519,34.0578993,-100.7931519
Texas_Nacogdoches County,Nacogdoches,TX,Texas,"Nacogdoches, TX",11,64753,64524,3144570,31.6205598,-94.6202497
Texas_Navarro County,Navarro,TX,Texas,"Navarro, TX",11,50694,47735,1820870,32.048448,-96.4769087
Texas_Newton County,Newton,TX,Texas,"Newton, TX",11,13414,14445,549663,30.7867182,-93.73925
Texas_Nolan County,Nolan,TX,Texas,"Nolan, TX",11,14835,15216,1133422,32.3123379,-100.4181078
Texas_Nueces County,Nueces,TX,Texas,"Nueces, TX",11,363148,340223,21782390,27.7400315,-97.5162143
Texas_Ochiltree County,Ochiltree,TX,Texas,"Ochiltree, TX",11,9598,10223,985413,36.2787442,-100.8158636
Texas_Oldham County,Oldham,TX,Texas,"Oldham, TX",11,2135,2052,375611,35.4019206,-102.5976203
Texas_Orange County,Orange,TX,Texas,"Orange, TX",11,82878,81837,3949847,30.1223229,-93.8940999
Texas_Palo Pinto County,Palo Pinto,TX,Texas,"Palo Pinto, TX",11,29320,28111,1091080,32.7522042,-98.3179673
Texas_Panola County,Panola,TX,Texas,"Panola, TX",11,23187,23796,3887838,32.1639784,-94.3051563
Texas_Parker County,Parker,TX,Texas,"Parker, TX",11,148198,116927,5498500,32.7770964,-97.8059049
Texas_Parmer County,Parmer,TX,Texas,"Parmer, TX",11,9522,10269,1172826,34.5321628,-102.7848533
Texas_Pecos County,Pecos,TX,Texas,"Pecos, TX",11,15718,15507,3285913,30.773298,-102.7181533
Texas_Polk County,Polk,TX,Texas,"Polk, TX",11,52995,45413,1497542,30.7845525,-94.8373376
Texas_Potter County,Potter,TX,Texas,"Potter, TX",11,116004,121073,10077695,35.3986751,-101.893804
Texas_Presidio County,Presidio,TX,Texas,"Presidio, TX",11,6508,7818,299191,30.0058912,-104.2616192
Texas_Rains County,Rains,TX,Texas,"Rains, TX",11,12552,10914,258266,32.8705795,-95.79544
Texas_Randall County,Randall,TX,Texas,"Randall, TX",11,139899,120725,4647125,34.962529,-101.8955472
Texas_Reagan County,Reagan,TX,Texas,"Reagan, TX",11,3833,3367,4388347,31.3751911,-101.5143954
Texas_Real County,Real,TX,Texas,"Real, TX",11,3411,3309,107577,29.8300967,-99.812549
Texas_Red River County,Red River,TX,Texas,"Red River, TX",11,11995,12860,359909,33.6196255,-95.0484293
Texas_Reeves County,Reeves,TX,Texas,"Reeves, TX",11,15949,13783,10529617,31.308366,-103.712706
Texas_Refugio County,Refugio,TX,Texas,"Refugio, TX",11,6877,7383,376853,28.3221157,-97.1624723
Texas_Roberts County,Roberts,TX,Texas,"Roberts, TX",11,813,929,489614,35.8362157,-100.8075549
Texas_Robertson County,Robertson,TX,Texas,"Robertson, TX",11,17155,16622,2591327,31.025481,-96.5149408
Texas_Rockwall County,Rockwall,TX,Texas,"Rockwall, TX",11,109888,78337,4837322,32.8986766,-96.4044017
Texas_Runnels County,Runnels,TX,Texas,"Runnels, TX",11,10401,10501,373715,31.8451193,-99.9827145
Texas_Rusk County,Rusk,TX,Texas,"Rusk, TX",11,54324,53330,2950142,32.1094232,-94.7563823
Texas_Sabine County,Sabine,TX,Texas,"Sabine, TX",11,10507,10834,306043,31.3432997,-93.8519129
Texas_San Augustine County,San Augustine,TX,Texas,"San Augustine, TX",11,8248,8865,1019100,31.3824492,-94.1631796
Texas_San Jacinto County,San Jacinto,TX,Texas,"San Jacinto, TX",11,29301,26384,452690,30.5743884,-95.1631363
Texas_San Patricio County,San Patricio,TX,Texas,"San Patricio, TX",11,67069,64804,3155081,28.0117944,-97.5171566
Texas_San Saba County,San Saba,TX,Texas,"San Saba, TX",11,6039,6131,190011,31.1551375,-98.8192922
Texas_Schleicher County,Schleicher,TX,Texas,"Schleicher, TX",11,2761,3461,168188,30.8962331,-100.5272161
Texas_Scurry County,Scurry,TX,Texas,"Scurry, TX",11,16662,16921,1943943,32.7443531,-100.9133465
Texas_Shackelford County,Shackelford,TX,Texas,"Shackelford, TX",11,3300,3378,255397,32.7438198,-99.3470045
Texas_Shelby County,Shelby,TX,Texas,"Shelby, TX",11,24915,25448,1588491,31.7901394,-94.1425794
Texas_Sherman County,Sherman,TX,Texas,"Sherman, TX",11,3027,3034,539783,36.2785929,-101.8992648
Texas_Smith County,Smith,TX,Texas,"Smith, TX",11,235806,209714,13002122,32.3751052,-95.2689389
Texas_Somervell County,Somervell,TX,Texas,"Somervell, TX",11,9139,8490,1487324,32.2180714,-97.7692171
Texas_Starr County,Starr,TX,Texas,"Starr, TX",11,64266,60968,1542972,26.5309027,-98.7402346
Texas_Stephens County,Stephens,TX,Texas,"Stephens, TX",11,9334,9630,477215,32.7380521,-98.8393443
Texas_Sterling County,Sterling,TX,Texas,"Sterling, TX",11,1315,1143,273714,31.8357735,-101.0549114
Texas_Stonewall County,Stonewall,TX,Texas,"Stonewall, TX",11,1348,1490,124775,33.1795797,-100.2538069
Texas_Sutton County,Sutton,TX,Texas,"Sutton, TX",11,3738,4128,278881,30.5221852,-100.5133594
Texas_Swisher County,Swisher,TX,Texas,"Swisher, TX",11,7340,7854,556719,34.5263193,-101.7438647
Texas_Tarrant County,Tarrant,TX,Texas,"Tarrant, TX",11,2123347,1809034,132317367,32.7721191,-97.2912241
Texas_Taylor County,Taylor,TX,Texas,"Taylor, TX",11,139200,131506,7951019,32.2973269,-99.8901793
Texas_Terrell County,Terrell,TX,Texas,"Terrell, TX",11,702,984,124405,30.2323427,-102.0725126
Texas_Terry County,Terry,TX,Texas,"Terry, TX",11,12183,12651,582509,33.171229,-102.339284
Texas_Throckmorton County,Throckmorton,TX,Texas,"Throckmorton, TX",11,1487,1641,115650,33.1706954,-99.205796
Texas_Titus County,Titus,TX,Texas,"Titus, TX",11,32926,32334,2112097,33.214599,-94.9667825
Texas_Tom Green County,Tom Green,TX,Texas,"Tom Green, TX",11,120010,110224,6857912,31.3988234,-100.4637879
Texas_Travis County,Travis,TX,Texas,"Travis, TX",11,1300503,1024266,150371315,30.2395128,-97.6912697
Texas_Trinity County,Trinity,TX,Texas,"Trinity, TX",11,14883,14585,313414,31.096675,-95.1516869
Texas_Tyler County,Tyler,TX,Texas,"Tyler, TX",11,21591,21766,487544,30.7692953,-94.3756561
Texas_Upshur County,Upshur,TX,Texas,"Upshur, TX",11,42166,39309,963243,32.7353495,-94.9411837
Texas_Upton County,Upton,TX,Texas,"Upton, TX",11,3623,3355,6222820,31.3538163,-102.0415461
Texas_Uvalde County,Uvalde,TX,Texas,"Uvalde, TX",11,26742,26405,1011488,29.3503081,-99.768427
Texas_Val Verde County,Val Verde,TX,Texas,"Val Verde, TX",11,49028,48879,1979314,29.8752853,-101.1433237
Texas_Van Zandt County,Van Zandt,TX,Texas,"Van Zandt, TX",11,57533,52579,1369204,32.5587866,-95.8369057
Texas_Victoria County,Victoria,TX,Texas,"Victoria, TX",11,91936,86793,4701486,28.7963699,-96.9711977
Texas_Walker County,Walker,TX,Texas,"Walker, TX",11,72164,67861,2531349,30.7431631,-95.5698246
Texas_Waller County,Waller,TX,Texas,"Waller, TX",11,57452,43205,3312950,30.0135901,-95.9821493
Texas_Ward County,Ward,TX,Texas,"Ward, TX",11,12097,10658,4018726,31.5130687,-103.1051127
Texas_Washington County,Washington,TX,Texas,"Washington, TX",11,35771,33718,2334137,30.2150752,-96.4102717
Texas_Webb County,Webb,TX,Texas,"Webb, TX",11,277681,250304,13581543,27.7607987,-99.3407518
Texas_Wharton County,Wharton,TX,Texas,"Wharton, TX",11,41685,41280,2135181,29.2784805,-96.2296745
Texas_Wheeler County,Wheeler,TX,Texas,"Wheeler, TX",11,4946,5410,565385,35.3925926,-100.2531067
Texas_Wichita County,Wichita,TX,Texas,"Wichita, TX",11,133205,131500,6506586,33.9882125,-98.7080098
Texas_Wilbarger County,Wilbarger,TX,Texas,"Wilbarger, TX",11,12552,13535,781984,34.0849199,-99.2424397
Texas_Willacy County,Willacy,TX,Texas,"Willacy, TX",11,21161,22134,659444,26.4818607,-97.5947313
Texas_Williamson County,Williamson,TX,Texas,"Williamson, TX",11,617855,422679,29376890,30.6490817,-97.6050646
Texas_Wilson County,Wilson,TX,Texas,"Wilson, TX",11,52023,42918,1211679,29.173883,-98.0867336
Texas_Winkler County,Winkler,TX,Texas,"Winkler, TX",11,7887,7110,1988751,31.8314155,-103.055986
Texas_Wise County,Wise,TX,Texas,"Wise, TX",11,71084,59127,3538145,33.2190947,-97.6539968
Texas_Wood County,Wood,TX,Texas,"Wood, TX",11,46291,41964,1754667,32.7835881,-95.3821664
Texas_Yoakum County,Yoakum,TX,Texas,"Yoakum, TX",11,8702,7879,2156163,33.1623979,-102.8322422
Texas_Young County,Young,TX,Texas,"Young, TX",11,17904,18550,992841,33.1587884,-98.6782806
Texas_Zapata County,Zapata,TX,Texas,"Zapata, TX",11,14172,14018,734450,26.9969806,-99.1826027
Texas_Zavala County,Zavala,TX,Texas,"Zavala, TX",11,11840,11677,745659,28.8646523,-99.7598304
Utah_Beaver County,Beaver,UT,Utah,"Beaver, UT",12,6761,6629,489057,38.357535,-113.2389481
Utah_Box Elder County,Box Elder,UT,Utah,"Box Elder, UT",12,57007,49975,2852645,41.300466,-113.126808
Utah_Cache County,Cache,UT,Utah,"Cache, UT",12,130004,112656,6971622,41.7341174,-111.7453987
Utah_Carbon County,Carbon,UT,Utah,"Carbon, UT",12,20760,21403,1288398,39.673284,-110.5884845
Utah_Daggett County,Daggett,UT,Utah,"Daggett, UT",12,1026,1059,132753,40.890099,-109.5057855
Utah_Davis County,Davis,UT,Utah,"Davis, UT",12,359232,306479,17611924,41.0375594,-112.2019434
Utah_Duchesne County,Duchesne,UT,Utah,"Duchesne, UT",12,19894,18607,1173057,40.2893927,-110.4295838
Utah_Emery County,Emery,UT,Utah,"Emery, UT",12,10147,10976,1266044,39.0090246,-110.7210999
Utah_Garfield County,Garfield,UT,Utah,"Garfield, UT",12,5050,5172,327291,37.8316645,-111.4509076
Utah_Grand County,Grand,UT,Utah,"Grand, UT",12,9796,9225,722690,38.9743261,-109.5734502
Utah_Iron County,Iron,UT,Utah,"Iron, UT",12,56814,46163,2314250,37.9093044,-113.3067405
Utah_Juab County,Juab,UT,Utah,"Juab, UT",12,12122,10246,699353,39.71412,-112.790471
Utah_Kane County,Kane,UT,Utah,"Kane, UT",12,7914,7125,482127,37.2750892,-111.815329
Utah_Millard County,Millard,UT,Utah,"Millard, UT",12,13327,12503,1046927,39.0945348,-113.5250088
Utah_Morgan County,Morgan,UT,Utah,"Morgan, UT",12,12462,9469,400576,41.0910273,-111.5778846
Utah_Piute County,Piute,UT,Utah,"Piute, UT",12,1473,1556,71595,38.3358805,-112.1293755
Utah_Rich County,Rich,UT,Utah,"Rich, UT",12,2452,2264,160920,41.6275976,-111.2402269
Utah_Salt Lake County,Salt Lake,UT,Utah,"Salt Lake, UT",12,1165517,1029655,115948610,40.6678828,-111.9242397
Utah_San Juan County,San Juan,UT,Utah,"San Juan, UT",12,15278,14746,542515,37.6026332,-109.7915742
Utah_Sanpete County,Sanpete,UT,Utah,"Sanpete, UT",12,31393,27822,1024051,39.3825309,-111.5728826
Utah_Sevier County,Sevier,UT,Utah,"Sevier, UT",12,21780,20802,1285963,38.7468245,-111.8119299
Utah_Summit County,Summit,UT,Utah,"Summit, UT",12,42499,36324,4091765,40.8720603,-110.9684862
Utah_Tooele County,Tooele,UT,Utah,"Tooele, UT",12,74512,58218,2545926,40.4677525,-113.1239786
Utah_Uintah County,Uintah,UT,Utah,"Uintah, UT",12,35970,32588,1735829,40.1258872,-109.5177482
Utah_Utah County,Utah,UT,Utah,"Utah, UT",12,651059,516564,36166707,40.1204248,-111.6685082
Utah_Wasatch County,Wasatch,UT,Utah,"Wasatch, UT",12,35300,23530,1311628,40.3348838,-111.1615683
Utah_Washington County,Washington,UT,Utah,"Washington, UT",12,184913,138115,8338042,37.2625308,-113.4878003
Utah_Wayne County,Wayne,UT,Utah,"Wayne, UT",12,2759,2778,131858,38.2598402,-110.990877
Utah_Weber County,Weber,UT,Utah,"Weber, UT",12,262658,231236,14206181,41.2703252,-111.876883
Vermont_Addison County,Addison,VT,Vermont,"Addison, VT",1,36851,36821,1873294,44.0312479,-73.1415807
Vermont_Bennington County,Bennington,VT,Vermont,"Bennington, VT",1,35338,37125,1900730,43.0353254,-73.1114603
Vermont_Caledonia County,Caledonia,VT,Vermont,"Caledonia, VT",1,29705,31227,1277348,44.4687907,-72.1121676
Vermont_Chittenden County,Chittenden,VT,Vermont,"Chittenden, VT",1,164306,156545,13147935,44.4633289,-73.0694099
Vermont_Essex County,Essex,VT,Vermont,"Essex, VT",1,6123,6306,172419,44.7240209,-71.7327362
Vermont_Franklin County,Franklin,VT,Vermont,"Franklin, VT",1,49685,47746,2308008,44.8589643,-72.9094023
Vermont_Grand Isle County,Grand Isle,VT,Vermont,"Grand Isle, VT",1,7169,6970,213832,44.8017867,-73.300759
Vermont_Lamoille County,Lamoille,VT,Vermont,"Lamoille, VT",1,25341,24475,1317241,44.6037037,-72.6389224
Vermont_Orange County,Orange,VT,Vermont,"Orange, VT",1,28837,28936,938555,44.0033924,-72.3696871
Vermont_Orleans County,Orleans,VT,Vermont,"Orleans, VT",1,26897,27231,1259997,44.8284417,-72.25163
Vermont_Rutland County,Rutland,VT,Vermont,"Rutland, VT",1,57764,61642,2903823,43.5808577,-73.0382023
Vermont_Washington County,Washington,VT,Vermont,"Washington, VT",1,58328,59534,4173860,44.2749884,-72.6095138
Vermont_Windham County,Windham,VT,Vermont,"Windham, VT",1,42015,44513,2576769,42.9953348,-72.721955
Vermont_Windsor County,Windsor,VT,Vermont,"Windsor, VT",1,54988,56670,3039994,43.5726846,-72.5988211
Virginia_Accomack County,Accomack,VA,Virginia,"Accomack, VA",5,32238,33164,2073005,37.7659435,-75.7578073
Virginia_Albemarle County,Albemarle + Charlottesville,VA,Virginia,"Albemarle + Charlottesville, VA",5,110652,98970,13626680,38.0241841,-78.5535056
Virginia_Alexandria city,Alexandria (Independent City),VA,Virginia,"Alexandria (Independent City), VA",5,158726,139966,15812381,38.8200709,-77.0840628
Virginia_Alleghany County,Alleghany + Covington,VA,Virginia,"Alleghany + Covington, VA",5,14701,16250,920983,37.7879048,-80.008669
Virginia_Amelia County,Amelia,VA,Virginia,"Amelia, VA",5,13014,12690,341292,37.3319271,-77.9774619
Virginia_Amherst County,Amherst,VA,Virginia,"Amherst, VA",5,31667,32353,897148,37.6286103,-79.1542813
Virginia_Appomattox County,Appomattox,VA,Virginia,"Appomattox, VA",5,16043,14973,344323,37.3707253,-78.8109404
Virginia_Arlington County,Arlington,VA,Virginia,"Arlington, VA",5,240119,207627,40537293,38.8783374,-77.1007034
Virginia_Augusta County,"Augusta, Staunton + Waynesboro",VA,Virginia,"Augusta, Staunton + Waynesboro, VA",5,76544,73750,5865980,38.1719106,-79.1475571
Virginia_Bath County,Bath,VA,Virginia,"Bath, VA",5,4119,4731,273036,38.0683679,-79.7312032
Virginia_Bedford County,Bedford,VA,Virginia,"Bedford, VA",5,79811,68676,2240173,37.3122228,-79.5270799
Virginia_Bland County,Bland,VA,Virginia,"Bland, VA",5,6239,6824,228192,37.1306124,-81.1258532
Virginia_Botetourt County,Botetourt,VA,Virginia,"Botetourt, VA",5,33633,33148,1458276,37.5654811,-79.7975529
Virginia_Brunswick County,Brunswick,VA,Virginia,"Brunswick, VA",5,16037,17434,986460,36.7642043,-77.8614832
Virginia_Buchanan County,Buchanan,VA,Virginia,"Buchanan, VA",5,20613,24098,1041375,37.2681198,-82.0381508
Virginia_Buckingham County,Buckingham,VA,Virginia,"Buckingham, VA",5,17168,17146,576033,37.573928,-78.5291687
Virginia_Campbell County,Campbell + Lynchburg,VA,Virginia,"Campbell + Lynchburg, VA",5,55304,54842,7948662,37.2101515,-79.0954282
Virginia_Caroline County,Caroline,VA,Virginia,"Caroline, VA",5,30860,28545,883587,38.0303193,-77.3523482
Virginia_Carroll County,Carroll + Galax,VA,Virginia,"Carroll + Galax, VA",5,30074,30042,1052904,36.7319632,-80.7278307
Virginia_Charles City County,Charles City,VA,Virginia,"Charles City, VA",5,6821,7256,253601,37.3610537,-77.05417
Virginia_Charlotte County,Charlotte,VA,Virginia,"Charlotte, VA",5,11820,12586,318592,37.0090421,-78.6585682
Virginia_Chesapeake city,Chesapeake (Independent City),VA,Virginia,"Chesapeake (Independent City), VA",5,247011,222209,11855494,36.6793761,-76.3017884
Virginia_Chesterfield County,Chesterfield,VA,Virginia,"Chesterfield, VA",5,358245,316236,18509645,37.3784338,-77.5858474
Virginia_Clarke County,Clarke,VA,Virginia,"Clarke, VA",5,14622,14034,525837,39.1153814,-77.9908357
Virginia_Craig County,Craig,VA,Virginia,"Craig, VA",5,5077,5190,114472,37.4736031,-80.2310507
Virginia_Culpeper County,Culpeper,VA,Virginia,"Culpeper, VA",5,53569,46689,2153669,38.4859303,-77.9564758
Virginia_Cumberland County,Cumberland,VA,Virginia,"Cumberland, VA",5,9933,10052,176375,37.5201891,-78.2528364
Virginia_Dickenson County,Dickenson,VA,Virginia,"Dickenson, VA",5,14078,15903,481216,37.1367011,-82.3492199
Virginia_Dinwiddie County,"Dinwiddie, Colonial Heights + Petersburg",VA,Virginia,"Dinwiddie, Colonial Heights + Petersburg, VA",5,28688,28001,3263835,37.0734984,-77.6354922
Virginia_Essex County,Essex,VA,Virginia,"Essex, VA",5,10943,11151,422737,37.9394802,-76.9418713
Virginia_Fairfax County,"Fairfax, Fairfax City + Falls Church",VA,Virginia,"Fairfax, Fairfax City + Falls Church, VA",5,1150847,1081726,137690475,38.8295203,-77.2732524
Virginia_Fauquier County,Fauquier,VA,Virginia,"Fauquier, VA",5,71361,65203,3297269,38.7440956,-77.8215005
Virginia_Floyd County,Floyd,VA,Virginia,"Floyd, VA",5,15777,15279,418689,36.9314331,-80.3502662
Virginia_Fluvanna County,Fluvanna,VA,Virginia,"Fluvanna, VA",5,27422,25691,960726,37.8305712,-78.2834786
Virginia_Franklin County,Franklin,VA,Virginia,"Franklin, VA",5,56167,56159,1812697,36.9911862,-79.8827149
Virginia_Frederick County,Frederick + Winchester,VA,Virginia,"Frederick + Winchester, VA",5,91119,78305,7934377,39.2036601,-78.2638291
Virginia_Giles County,Giles,VA,Virginia,"Giles, VA",5,16663,17286,688451,37.3180719,-80.698321
Virginia_Gloucester County,Gloucester,VA,Virginia,"Gloucester, VA",5,37459,36858,1064311,37.4035413,-76.5235051
Virginia_Goochland County,Goochland,VA,Virginia,"Goochland, VA",5,24431,21717,3557774,37.7188141,-77.9176263
Virginia_Grayson County,Grayson,VA,Virginia,"Grayson, VA",5,15493,15533,324473,36.6522288,-81.215324
Virginia_Greene County,Greene,VA,Virginia,"Greene, VA",5,20131,18403,532582,38.2979805,-78.4701629
Virginia_Greensville County,Greensville + Emporia,VA,Virginia,"Greensville + Emporia, VA",5,11280,12243,1814972,36.6803363,-77.5602774
Virginia_Halifax County,Halifax,VA,Virginia,"Halifax, VA",5,33633,36241,1310820,36.766461,-78.9396142
Virginia_Hampton city,Hampton (Independent City),VA,Virginia,"Hampton (Independent City), VA",5,135464,137436,7380355,37.0479606,-76.2972931
Virginia_Hanover County,Hanover,VA,Virginia,"Hanover, VA",5,108262,99863,6918183,37.7602149,-77.4913168
Virginia_Henrico County,Henrico,VA,Virginia,"Henrico, VA",5,333766,306935,32916998,37.6312689,-77.6519216
Virginia_Henry County,Henry + Martinsville,VA,Virginia,"Henry + Martinsville, VA",5,50309,54151,2694374,36.7814785,-79.7592313
Virginia_Highland County,Highland,VA,Virginia,"Highland, VA",5,2200,2321,79712,38.3662431,-79.5644718
Virginia_Isle of Wight County,Isle of Wight,VA,Virginia,"Isle of Wight, VA",5,37725,35270,1461560,36.9014184,-76.7075688
Virginia_James City County,James City + Williamsburg,VA,Virginia,"James City + Williamsburg, VA",5,77612,67009,6492422,37.3248367,-76.7778878
Virginia_King and Queen County,King and Queen,VA,Virginia,"King and Queen, VA",5,6942,6945,173445,37.7177719,-76.9055814
Virginia_King George County,King George,VA,Virginia,"King George, VA",5,27381,23584,2311549,38.2772178,-77.1626162
Virginia_King William County,King William,VA,Virginia,"King William, VA",5,17641,15935,614937,37.7082604,-77.0910539
Virginia_Lancaster County,Lancaster,VA,Virginia,"Lancaster, VA",5,10618,11391,525800,37.7048433,-76.4126628
Virginia_Lee County,Lee,VA,Virginia,"Lee, VA",5,23238,25587,459253,36.7017206,-83.1301117
Virginia_Loudoun County,Loudoun,VA,Virginia,"Loudoun, VA",5,422784,312311,31711698,39.0812,-77.6388976
Virginia_Louisa County,Louisa,VA,Virginia,"Louisa, VA",5,38132,33153,2651504,37.9727041,-77.959795
Virginia_Lunenburg County,Lunenburg,VA,Virginia,"Lunenburg, VA",5,12267,12914,262291,36.9455547,-78.2405281
Virginia_Madison County,Madison,VA,Virginia,"Madison, VA",5,13312,13308,431151,38.4120586,-78.2769614
Virginia_Mathews County,Mathews,VA,Virginia,"Mathews, VA",5,8766,8978,244876,37.4253479,-76.2688078
Virginia_Mecklenburg County,Mecklenburg,VA,Virginia,"Mecklenburg, VA",5,30679,32727,1236084,36.6872563,-78.3689592
Virginia_Middlesex County,Middlesex,VA,Virginia,"Middlesex, VA",5,10569,10959,432470,37.6069753,-76.5280819
Virginia_Montgomery County,Montgomery + Radford,VA,Virginia,"Montgomery + Radford, VA",5,98391,94392,6055543,37.1755344,-80.3877913
Virginia_Nelson County,Nelson,VA,Virginia,"Nelson, VA",5,14755,15020,642691,37.7890795,-78.8834397
Virginia_New Kent County,New Kent,VA,Virginia,"New Kent, VA",5,23648,18429,755265,37.510158,-76.9993262
